Id,Title,Solved?,Author,Difficulty,Liked,Disliked,Like-Dislike
5010,Recursionnnnnnn,,zqpmz585,2.14,16,-1,15
5009,Not as hard as it looks,,arbaaz7866,1.46,20,-5,15
5007,lakotas x-mas,,4829,1.33,27,-18,9
5006,lakotas confustion,,4829,1.48,23,-11,12
5005,Color Functions,,beastteam,1.60,13,-7,6
5004,Glitch,,beastteam,1.86,16,-6,10
5000,lol,,trihicks,1.67,9,-9,0
4996,Iteration/FunctionC,,team2sdm,1.90,2,-6,-4
4995,ENGR100T32P3,,team32,1.86,11,-6,5
4994,ENGR100T32P2,,team32,2.20,13,-4,9
4990,lakotas green puzzle,,4829,1.71,11,-8,3
4989,Right Path,,vitalstatistic,3.00,1,-3,-2
4988,lakota cunfustion,,4829,1.70,10,-6,4
4987,red and green ,,ionvoc6,1.26,27,-17,10
4983,Hourglass,,mikektday,2.09,13,-2,11
4982,Whirl,,orlando_l,2.15,18,0,18
4981,Aztec pyramid (Sweep away 4),,marchan,3.22,7,0,7
4980,Just go for it,,wesley_mays,1.40,42,-13,29
4977,simple,,brynjamin,1.34,46,-17,29
4976,I love TIC,,daichi,1.71,9,-6,3
4975,Thing.,,mikektday,2.67,1,-4,-3
4973,trail,,dabearsrule,1.79,8,-10,-2
4972,stars,,butterflylover,1.33,30,-18,12
4971,crazy fun,,puppylover13,1.34,23,-8,15
4970,THE HAPPY PUZZLE,,wendylawson,1.29,136,-64,72
4969,popcron,,wendylawson,1.31,50,-31,19
4967,delaney is the meanest ever,,holdenwyrick,1.34,54,-31,23
4961,andrew is awesome,,patty37,1.77,9,-11,-2
4960,holden1,,cmeadows34346,1.33,30,-11,19
4957,Wombatty Puzzle,,tommywombat,2.00,11,-5,6
4956,square yes,,brynjamin,1.41,15,-10,5
4955,Torn,,android,1.90,1,-4,-3
4954,Triforce,,mikektday,1.87,12,-4,8
4953,Try to solve ,,wesley_mays,1.96,9,-10,-1
4952,Until red,,marchan,2.92,22,0,22
4950,Cross,,85552019,1.29,43,-15,28
4947,loop,,rhys,1.87,8,-5,3
4946,Count up,,marchan,3.08,9,0,9
4944,trystson t,,dabearsrule,1.30,23,-16,7
4943,chicago c,,dabearsrule,1.43,12,-11,1
4942,around and around,,dabearsrule,1.55,9,-12,-3
4941,Solve It if u can,,samrocks,1.45,21,-14,7
4940,There and Back Again and Again,,troy,1.40,33,-12,21
4939,Engineering,,darqfall,2.32,4,-8,-4
4938,Symmetry - Spiral Painting 4,,shaggy12,3.00,2,0,2
4937,Symmetry - Spiral Painting 3,,shaggy12,3.00,3,0,3
4936,Sweep before cross,,marchan,3.06,15,0,15
4935,Easy peasy for begginers,,toxicswirlypop,1.35,68,-28,40
4934,LIFO to FIFO 2,,edsaw,3.14,6,0,6
4933,It's in memory,,doublemx2,3.29,4,-2,2
4932,Endless,,gsanchez10,1.55,17,-9,8
4929,Of 2 Minds,,doublemx2,3.67,2,0,2
4928,1.54535E+29,,elysse,1.47,18,-13,5
4927,Geen...or Red?02,,gsanchez10,2.12,9,-6,3
4926,stair steps,,elysse,2.65,9,0,9
4924,Lol,,elysse,2.12,8,-9,-1
4923,Groove Coverage V,,shaggy12,3.50,3,0,3
4922,Green... or Red?,,gsanchez10,2.06,9,-5,4
4921,Balanced Ternary,,sticky,3.25,1,0,1
4920,Two Faces,,andressomer02,1.32,23,-15,8
4918,Two Stripes,,andressomer02,1.44,13,-12,1
4917,Maze,,andressomer02,2.60,3,-2,1
4915,Algebra,,marchan,3.23,9,-1,8
4914,Surplus,,marchan,3.50,3,-1,2
4913,cute,,jokey,2.67,16,-1,15
4911,Navi Down,,darkchowder,2.09,3,-7,-4
4910,The Wiggle Room,,axorion,2.25,5,-1,4
4909,Peartree,,lysis,2.50,8,-1,7
4908,what?,,jokey,2.40,15,0,15
4907,cxcxvxvxv,,jokey,2.13,10,-2,8
4906,lol,,jokey,1.34,31,-18,13
4905,asdasdasd34,,jokey,1.86,6,-8,-2
4904,Symmetry - Stack,,shaggy12,3.25,5,0,5
4903,bucle,,rodolfo95,1.59,16,-7,9
4902,Turn and go,,kordalia,3.25,2,-3,-1
4901,asdasd23,,jokey,1.53,17,-12,5
4900,Symmetry — Random Pai,,smylic,3.17,5,-1,4
4899,My first maze,,kordalia,2.15,50,0,50
4898,asdasdasd,,jokey,1.45,19,-9,10
4897,Thirteen ,,axorion,2.64,8,0,8
4896,asd2,,jokey,2.26,16,-1,15
4895,asdef,,jokey,2.16,12,-7,5
4894,Escapement,,axorion,3.80,3,-1,2
4893,Up-and-down,,marchan,2.80,3,0,3
4892,Preparations,,marchan,2.79,11,-2,9
4891,Sweep away 3-1,,marchan,3.40,3,-1,2
4890,Reflection V,,qinn,3.40,3,0,3
4889,Sweep away 3,,marchan,3.13,6,0,6
4888,Out Of Phase,,axorion,3.00,3,0,3
4887,ese2,,nikipav,1.42,27,-13,14
4886,Can't Solve Yours,,axorion,3.00,2,-1,1
4885,flooding diamond,,wiwagi,2.85,7,-5,2
4884,Navigation,,shaggy12,3.80,4,0,4
4883,Sparkles,,dannythorne,2.38,3,-1,2
4882,Short Circuit,,shaggy12,3.20,4,0,4
4881,Transparent red,,marchan,3.33,6,-2,4
4880,Restart on green,,marchan,2.83,1,0,1
4879,Splat!,,axorion,3.09,7,-1,6
4878,Fetch,,shaggy12,3.83,4,0,4
4877,Constrangled,,axorion,3.67,2,0,2
4876,Stalactites II,,shaggy12,3.00,1,-1,0
4875,Green junction 3,,axorion,3.38,6,-1,5
4874,Green junction 2,,marchan,3.30,7,0,7
4873,chees,,cendajizek,1.55,16,-2,14
4871,little devil,,cendajizek,1.86,10,-10,0
4870,Offsett 2,,axorion,3.56,4,-1,3
4869,little angel,,cendajizek,1.85,9,-10,-1
4868,Offset,,axorion,2.64,12,0,12
4867,six towers,,cendajizek,2.33,10,-4,6
4865,Green junction,,marchan,3.21,11,-1,10
4864,goblin's spiral,,cendajizek,1.48,19,-8,11
4863,702098003,,702098003,1.72,10,-10,0
4862,Symmetry,,cendajizek,2.67,8,0,8
4861,spider's spiral,,cendajizek,1.40,27,-7,20
4860,spider man,,cendajizek,1.49,18,-14,4
4859,Cross,,rodolfo95,1.61,20,-7,13
4858,star car,,cendajizek,2.03,22,-1,21
4857,f,,boydstar,1.60,26,-13,13
4856,Sweep away 2,,marchan,2.80,1,0,1
4855,Sweep away,,marchan,2.56,6,-1,5
4854,Hakuna Matata,,axorion,2.82,7,0,7
4853,"Don't worry, be happy",,akavari,2.31,13,0,13
4852,Cake,,mjcizek,1.70,14,-4,10
4851,cendajizek's chellange,,cendajizek,1.38,41,-18,23
4850,roler coster,,cendajizek,1.83,17,-6,11
4849,Dinosaur - Challenge!,,akavari,2.44,3,-1,2
4848,Dinosaur,,akavari,2.00,8,-2,6
4846,Step and turn 2,,rodolfo95,1.74,17,-3,14
4844,Pluck the pettles,,akavari,2.63,11,-1,10
4843,Iterating 2.0,,akavari,2.00,9,-2,7
4842,Turning point 2,,marchan,3.13,6,0,6
4841,star paint,,mjcizek,1.34,42,-25,17
4840,Azi,,nikipav,1.56,18,-8,10
4839,Hop Trop,,nikipav,1.57,23,-5,18
4838,Tomato picking 2,,marchan,3.14,6,0,6
4837,Eel,,shaggy12,2.35,27,0,27
4836,Vice Versa,,akavari,2.06,4,-5,-1
4835,Iterating,,akavari,1.45,24,-8,16
4834,Tomato picking,,marchan,2.91,10,-1,9
4833,Forward and turn,,marchan,3.17,4,0,4
4831,My 8,,lordlps,1.58,13,-9,4
4830,Why,,fiskurtjorn,2.23,3,-3,0
4829,Split Decision,,shaggy12,3.33,5,-1,4
4827,Sea of Blue,,11038,1.33,18,-11,7
4826,Key,,daneel,1.57,19,-5,14
4825,Turn before U-turn,,marchan,3.20,4,-1,3
4824,Treasure Map,,mathandcarnage,3.00,5,-2,3
4823,Lambda,,lordlps,2.17,11,-4,7
4822,Blue lagon,,lordlps,1.36,43,-15,28
4821,Diamond In The Rough,,axorion,2.50,4,0,4
4820,On the border,,lordlps,2.00,16,-2,14
4819,Northeast and NSEW,,marchan,3.25,4,-1,3
4818,Turn after U-turn,,marchan,2.83,4,0,4
4817,How many turns,,marchan,2.60,9,0,9
4816,Next direction,,marchan,3.00,1,0,1
4815,switch,,happy_face,1.96,12,-5,7
4813,swirlies,,happy_face,1.39,33,-10,23
4812,hello,,happy_face,2.00,15,-3,12
4811,nesting,,j3e8,1.94,10,-3,7
4810,Rift III,,qinn,5.00,2,0,2
4809,sfcs,,ilikebacon22,1.80,16,-11,5
4808,snail,,nesinn,4.00,1,0,1
4806,3×,,mohammadhm,1.55,23,-11,12
4805,box,,nesinn,1.96,9,-5,4
4804,:),,ilikebacon22,1.49,22,-8,14
4803,Red carpet,,marchan,2.83,5,0,5
4802,The Bloddy Mummers,,lou42,2.67,9,0,9
4801,Jaime,,lou42,3.33,1,-4,-3
4799,King Joffrey,,lou42,2.83,1,-4,-3
4798,painting and switching,,kenniky,1.77,15,-8,7
4797,Triangle,,shaggy12,4.25,3,0,3
4796,Easy one,,shaaris,1.48,22,-8,14
4795,My 1st puzzle,,shaaris,1.48,22,-8,14
4794,the cube,,dearcornbm,1.32,64,-30,34
4793,Cersei,,lou42,4.00,0,0,0
4791,4 stars,,mordeth,2.00,12,-3,9
4790,Quite easy 2,,mordeth,1.90,10,-5,5
4789,Promotion to a knight,,marchan,3.25,2,0,2
4788,Just stack ? 2,,mordeth,3.00,1,-2,-1
4787,Reek,,lou42,3.00,0,-2,-2
4786,Quite easy,,mordeth,1.59,18,-8,10
4785,Just stacks ?,,mordeth,2.78,5,0,5
4784,Simple Coding II,,xxdzs3,1.77,3,-6,-3
4783,Simple coding,,xxdzs3,2.30,15,0,15
4782,FUN (^_^),,mohammadhm,4.00,2,-1,1
4781,Roboduction,,axorion,3.00,6,-4,2
4780,Rift II,,shaggy12,4.25,4,0,4
4779,Cantilevers,,axorion,3.00,17,-1,16
4778,Boogie Woogie,,lou42,1.72,15,-4,11
4777,Parabola III,,shaggy12,4.50,2,0,2
4776,Top Hats,,axorion,2.50,1,0,1
4775,spiral,,welter,1.54,41,-15,26
4774,Swept Away,,axorion,2.27,18,-1,17
4772,tic-tac-toe board,,welter,1.85,10,-6,4
4771,block,,welter,1.47,18,-7,11
4770,Shagga son of Dolf,,lou42,2.64,6,-1,5
4769,I know I know oh oh oh,,lou42,2.55,6,-2,4
4768,The King In The North ,,lou42,2.50,5,-2,3
4767,21 little frogs,,lou42,2.29,1,-4,-3
4766,13 litte pigs,,lou42,2.10,3,-3,0
4765,????2,,mohammadhm,1.42,50,-13,37
4764,????,,mohammadhm,1.35,64,-17,47
4762,broken spiral,,welter,1.71,10,-5,5
4761,6 stars,,welter,1.31,47,-23,24
4760,ignore the checkers,,welter,1.26,65,-25,40
4759,stars in the corners,,welter,1.35,34,-21,13
4758,Space Holes!!!,,mohammadhm,5.00,0,0,0
4757,Purposely Perplexed,,axorion,3.00,2,0,2
4756,Chromatic Whirl,,shaggy12,4.80,4,0,4
4755,"green to red, red to green",,softa,2.30,3,-5,-2
4754,Interstack 2,,leo3065,4.33,0,-2,-2
4753,Interstack,,leo3065,?,0,0,0
4752,which way?,,softa,2.88,4,-1,3
4751,Smiling eyes,,softa,2.80,4,-1,3
4750,Thread the Needle,,axorion,3.33,9,0,9
4749,Easy...,,z423x5c6,1.51,34,-6,28
4748,Alternate Stacks,,xxdzs3,1.78,17,-6,11
4747,T9,,softa,2.25,5,-6,-1
4746,Narrow Road,,darkchowder,3.00,4,-1,3
4745,Flower!,,master_robot,1.42,64,-25,39
4744,Expertnential,,avarga,2.36,9,-1,8
4743,Xmas River,,avarga,4.00,0,0,0
4741,Snake,,darkchowder,2.88,12,0,12
4740,Binary Addition (16-bit),,wallacoloo,2.83,2,-1,1
4739,Outline Golf,,avarga,1.51,24,-9,15
4738,Four Corners Golf,,avarga,1.60,11,-8,3
4736,Precarious Path,,darkchowder,2.27,11,0,11
4735,Damaged Ship,,darkchowder,2.45,8,-2,6
4734,X,,wallacoloo,2.55,10,-1,9
4733,Think About It,,fikesn,1.52,35,-17,18
4732,Leap of Faith,,darkchowder,2.82,7,-1,6
4731,Changing Tracks,,darkchowder,1.91,17,-2,15
4729,Painting Stairs,,darkchowder,2.13,9,-3,6
4728,Stapler,,darkchowder,1.51,28,-7,21
4727,Stacks on Stacks on Stacks 2,,avarga,2.33,3,-1,2
4726,Stacks on stacks on stacks,,avarga,2.17,12,-4,8
4725,Zen spiral,,dtadams,2.81,21,0,21
4724,Mission Impossib-L,,dtadams,2.62,6,-3,3
4722,To make a green world,,d3r1,2.10,15,-3,12
4721,Left and right,,d3r1,1.65,16,-9,7
4720,This is easy,,petersenin,1.31,75,-28,47
4719,Turn and return,,d3r1,1.92,17,-3,14
4718,Tree,,d3r1,2.00,12,-4,8
4717,Map,,d3r1,1.82,10,-4,6
4716,Nested Resonance Amplifier 2,,axorion,2.83,11,0,11
4714,Repaint!,,evilginger,1.75,20,-7,13
4713,Zombie mario,,d3r1,1.66,42,-13,29
4712,Nested Resonance Amplifier,,axorion,2.21,11,0,11
4711,Mystery Image 3,,jamesverheyden,1.31,116,-33,83
4710,Mystery Image,,jamesverheyden,1.64,36,-6,30
4709,CACO,,jamesverheyden,1.53,30,-15,15
4708,Bridges,,jamesverheyden,2.33,5,-3,2
4707,some thing,,miraaj,1.46,37,-15,22
4706,Right and left by OreoDunkins,,oreojunkins,1.40,46,-16,30
4705,Oreo Dunkins 1st puzzle,,oreojunkins,1.43,27,-11,16
4704,EASY COOL,,petersenin,1.34,52,-16,36
4703,Easy Puzzle,,master_robot,1.42,43,-17,26
4702,1.0101E+15,,mohammadhm,2.07,8,-4,4
4701,Story Hosrse,,mohammadhm,1.88,4,-4,0
4700,Read instructions,,jiro,?,0,0,0
4699,Intersection Interaction,,axorion,2.75,1,0,1
4698,Much and Many,,shaggy12,3.50,2,0,2
4697,Trees - Heights,,shaggy12,3.00,2,0,2
4696,Dumbbell,,marchan,2.75,5,0,5
4695,Worm in Worm,,mohammadhm,2.18,12,-2,10
4694,Damped signal 2,,jiro,3.00,2,0,2
4693,Parabola II,,shaggy12,5.00,1,0,1
4692,Painted Line Symmetry,,masterluk,3.25,1,-1,0
4691,Around the square,,jiro,2.53,9,-1,8
4690,As Easy As ABC,,mohammadhm,1.64,29,-15,14
4689,Limitations,,masterluk,2.50,12,0,12
4688,Word,,axorion,2.77,8,-1,7
4687,M,,mohammadhm,2.22,9,-3,6
4685,Danser,,mohammadhm,2.56,6,-2,4
4684,Block,,mohammadhm,1.44,37,-15,22
4681,Central 2,,heroclixer,1.59,17,-4,13
4680,crazy towers,,miraaj,1.34,39,-19,20
4679,Window and a Thing,,miraaj,2.50,3,-4,-1
4678,Listener,,mohammadhm,2.33,6,-4,2
4677,Directed Panels,,masterluk,3.25,1,-1,0
4676,Pass and turn 3,,marchan,2.83,4,-1,3
4675,"Symmetry - Right on Green, Left on Red",,shaggy12,3.40,4,0,4
4674,EASiest,,mohammadhm,1.46,24,-11,13
4672,Advanced Signal,,shaggy12,3.67,2,0,2
4671,R-L-SG,,mohammadhm,1.63,42,-9,33
4670,6-load accumulator,,jiro,3.50,1,0,1
4669,Harmonic signal,,jiro,2.58,6,-1,5
4668,Pass and turn 2,,marchan,3.25,16,-1,15
4667,Forest Pathway,,shaggy12,2.63,10,-1,9
4666,Square root,,shaggy12,2.60,3,0,3
4665,Pass and turn,,marchan,2.67,1,0,1
4664,;-),,mohammadhm,1.67,21,-8,13
4663,Damped signal,,jiro,3.33,8,0,8
4662,--|>,,mohammadhm,1.86,7,-4,3
4661,Red & blue,,benoke98,1.86,17,-4,13
4660,Early Stacking,,shaggy12,3.60,5,0,5
4658,Full ring,,jiro,1.70,10,-11,-1
4657,Red & green,,benoke98,2.69,11,0,11
4656,Collect all with 3 short functions,,benoke98,1.42,50,-11,39
4655,:0-,,mohammadhm,1.55,27,-8,19
4654,Rabbit Hole,,dannythorne,3.00,1,-4,-3
4653,9 decisions,,mohammadhm,2.67,0,-2,-2
4652,Building Up,,dannythorne,2.08,7,-3,4
4651,Going Up,,dannythorne,2.46,10,-2,8
4650,ermmm,,avi1223,1.38,36,-18,18
4649,:),,mohammadhm,1.47,49,-9,40
4648,19.96,,mohammadhm,1.56,39,-11,28
4646,Ballistic shot 3,,jiro,2.47,8,-4,4
4645,Turn and pass 2,,marchan,2.86,4,0,4
4643,Ballistic shot,,jiro,2.00,9,-8,1
4642,Ballistic bounce,,jiro,3.25,1,-2,-1
4640,Step and turn,,rodolfo95,2.08,9,-6,3
4639,Turn and pass,,marchan,3.10,20,0,20
4638,Balistic bounce,,jiro,1.86,8,-10,-2
4637,BarBari,,mohammadhm,2.60,2,-2,0
4636,Be an artist!,,onqt,2.50,1,-3,-2
4635,T,,mohammadhm,3.00,3,-3,0
4634,Seesaw game,,marchan,5.00,0,0,0
4633,Like,,mohammadhm,1.56,15,-5,10
4632,Stalactites I,,shaggy12,3.00,1,0,1
4631,Nine,,axorion,2.33,3,0,3
4630,Monte-Carlo,,jiro,2.27,8,-2,6
4629,big cheat from MHM,,amirabbas,1.39,23,-14,9
4628,hi,,carters1,1.69,20,-5,15
4627,trust in colors ,,kotake,2.00,12,-3,9
4626,Doctor Who,,thomoi,1.50,32,-12,20
4625,Rainbow,,mohammadhm,1.72,20,-7,13
4624,1/2/2003,,jiro,3.43,2,-2,0
4623,Like or Dislike???,,tiyo,2.75,10,-3,7
4622,special shuriken,,kotake,2.00,18,-4,14
4621,not hard,,kotake,1.35,53,-12,41
4620,less technical,,kotake,1.87,11,-9,2
4619,alien mario,,kotake,3.00,4,-5,-1
4618,some technical,,kotake,2.78,3,-3,0
4617,Sorting VII,,edsaw,4.67,1,0,1
4616,Second first prop,,tiyo,3.40,2,-2,0
4615,first prop,,tiyo,2.50,11,-3,8
4614,1st puzzle,,kotake,1.69,20,-6,14
4613,Symmetry - Line Scan,,edsaw,4.00,4,0,4
4612,Sunset Key (not Tank Island),,dannythorne,3.00,4,-1,3
4609,Cardio,,shaggy12,3.00,3,0,3
4608,The man with one red shoe,,shaggy12,2.60,7,0,7
4607,Marked Bridges Reverse,,qinn,3.18,12,0,12
4606,Hole in One,,masterluk,3.06,12,0,12
4605,Marked Bridges,,qinn,2.81,29,0,29
4604,Shorter Fourshortened,,edsaw,3.17,4,0,4
4603,Fourshortened,,axorion,2.86,3,0,3
4602,Realign 2,,dannythorne,5.00,0,0,0
4600,One More Green,,masterluk,3.50,4,0,4
4599,A Different Perspective,,edsaw,3.31,11,-1,10
4598,red and blue alien,,wiwagi,3.40,1,-3,-2
4597,Perspective,,axorion,3.31,11,0,11
4596,Realign,,carykh,3.00,1,0,1
4595,criss cross,,robotek,1.47,15,-13,2
4594,Apricot Picking,,carykh,3.25,14,0,14
4593,Image Copier,,carykh,3.17,12,0,12
4592,Langston's Ant,,carykh,2.45,2,-6,-4
4591,Red Execution Thread - Stack Order,,masterluk,?,0,0,0
4587,Creepy Waterfall,,bellatrix,1.42,36,-23,13
4585,christmas tree,,cannonwd,1.31,48,-23,25
4584,I am watching you,,82432018,1.59,13,-13,0
4583,The X factor,,koto,1.30,61,-34,27
4582,alien,,82212018,1.64,17,-7,10
4581,Figure of Eight,,squaswin,2.17,8,-1,7
4580,the T,,mumford,1.51,30,-13,17
4579,Galaxy 101,,wambekeim,1.34,28,-18,10
4578,Rule 102,,dannythorne,2.83,5,0,5
4576,Rule 110,,dannythorne,3.50,1,0,1
4575,Tree of Evil,,kkprince,2.36,6,-4,2
4574,make a cycle,,mohammadhm,2.13,10,-2,8
4573,the human,,mumford,1.83,15,-11,4
4572,The second H,,mumford,1.72,17,-9,8
4571,the stairs,,koto,1.63,22,-7,15
4570,the H,,mumford,2.04,18,-6,12
4569,the true tree,,koto,1.30,88,-41,47
4568,victor,,koto,1.33,62,-34,28
4567,I watching U ashley tordoff ,,82432018,1.83,10,-10,0
4566,Fat Burning,,shaggy12,4.50,1,0,1
4565,Fat Burner,,shaggy12,3.67,4,0,4
4564,stars above the stairs,,fultonnt1,1.49,44,-18,26
4563,Windmill,,thvelivan,1.65,20,-6,14
4562,big zzzzzzzzzzzzzzzz,,6zakram,2.00,13,-7,6
4561,Resist The Urge,,axorion,2.81,20,0,20
4560,wonderfull stars,,6zakram,1.69,11,-10,1
4559,Where would you turn?,,mohammadhm,2.37,13,0,13
4558,BIG Stairs,,mohammadhm,2.58,6,-1,5
4557,mhm,,mohammadhm,1.96,15,-2,13
4556,draw and erase like picasa,,mohammadhm,2.07,18,-2,16
4555,bozzle,,vadimcha,1.81,19,-3,16
4554,Square generator,,shaggy12,2.50,2,-1,1
4553,arrow,,cagnew,1.48,19,-9,10
4552,Complicated turn,,marchan,2.50,0,-1,-1
4551,Find Minimum,,qinn,3.17,3,-1,2
4550,Find Maximum,,qinn,3.00,4,-1,3
4549,Maze (Hard),,vorujack,3.05,13,0,13
4548,Maze (Medium),,vorujack,2.18,8,-2,6
4547,Mase (easy),,vorujack,1.83,12,-4,8
4546,Sorting VI,,qinn,4.80,4,0,4
4545,Turn on red,,marchan,3.25,1,-1,0
4544,Fibonacci Subtraction,,axorion,2.91,7,0,7
4543,HalfLife,,almazimberoff1,1.49,20,-14,6
4542,Linked squres II,,marchan,2.89,4,0,4
4541,Linked squares,,marchan,3.00,7,0,7
4540,Power lifting,,mohammadhm,1.90,24,-5,19
4539,Windows,,mohammadhm,1.87,19,-6,13
4538,HMHB,,mohammadhm,1.31,44,-15,29
4537,Can You Find the way,,mohammadhm,1.50,26,-10,16
4536,Turn And double Turn,,mohammadhm,1.44,22,-8,14
4535,Haha Nie zu schaffen,,christopher456,1.65,11,-5,6
4534,Mal schaun,,christopher456,1.38,16,-15,1
4533,Green and Red,,potter2003,1.56,16,-13,3
4532,Bullseye!,,potter2003,1.41,72,-34,38
4531,a,,wiwagi,2.30,3,-4,-1
4530,Round trip II,,marchan,2.36,4,0,4
4529,Round trip,,marchan,2.18,14,0,14
4527,Painting an Aztec Pyramid,,benjaminrr,2.19,23,0,23
4526,Shuttle Or Painter???,,mohammadhm,1.66,34,-4,30
4525,Aztec Pyramid,,benjaminrr,2.42,17,0,17
4524,Blue turner,,mohammadhm,2.33,8,-2,6
4523,1 or 2 ,,mohammadhm,1.58,18,-10,8
4522,What IS this ?,,nanaki404,2.07,7,-5,2
4521,Maze2,,mohammadhm,1.34,43,-16,27
4520,$$$$$$$$,,mohammadhm,1.31,66,-19,47
4519,Triangles,,shaggy12,3.15,12,0,12
4518,simple Stack,,vorujack,2.06,20,-5,15
4517,dalton,,amirabbas,1.29,35,-20,15
4516,Believe you're a knight,,jojoshow,2.19,11,-1,10
4514,Magic Flag,,mohammadhm,1.47,50,-19,31
4513,Magic Maze,,mohammadhm,1.34,49,-22,27
4512,nothing to think,,vorujack,1.38,24,-12,12
4511,Chessboard Challenge,,benoke98,1.72,13,-10,3
4510,Recursion,,benoke98,1.39,35,-18,17
4509,Just One Less Level!,,queencn,1.34,51,-19,32
4508,Tri-states remake,,leo3065,4.00,1,-1,0
4507,Rooms of Turmite,,leo3065,3.00,2,-2,0
4506,Tri-states,,leo3065,2.07,7,-4,3
4505,Ant of Langton,,leo3065,2.62,6,-1,5
4504,Erase And Win,,mohammadhm,1.94,17,-5,12
4503,Pot Metal,,axorion,2.40,2,-1,1
4501,Rashid Mohammadi,,mohammadhm,1.42,29,-16,13
4500,Gopher,,peter,1.33,84,-24,60
4499,stairs,,peter,1.52,31,-11,20
4496,Stripes,,jojoshow,3.07,10,-2,8
4495,que to que,,mohammadhm,1.88,20,-3,17
4494,Think about it,,coxjcj,1.31,51,-22,29
4493,impossable ?,,jojo2979,1.47,31,-15,16
4490,minecarft call123,,call123,1.31,96,-60,36
4489,THE BOX,,deanboy90,1.30,264,-96,168
4487,easy or hard,,mohammadhm,1.46,27,-13,14
4485,Oupss,,sotlylaisse,1.44,40,-7,33
4484,Razzia,,sotlylaisse,2.32,13,-1,12
4480,Random ?,,jojoshow,2.27,8,-1,7
4478,Turn In,,leo3065,1.64,21,-7,14
4477,Happy Indiana Face,,domingoter,1.55,27,-13,14
4476,Dancing Robot,,hempjuice,1.33,61,-15,46
4475,Stack tartare,,jojoshow,2.71,8,-2,6
4474,Fluffy grid of despair,,zero,2.25,28,-2,26
4473,Seven bridges of Koenigsberg,,marchan,2.43,4,-3,1
4471,p,,2016729,1.63,33,-18,15
4470,Frogy,,deanboy90,1.71,15,-9,6
4469,O_o,,zero,2.52,21,0,21
4468,Green Stars,,jojoshow,2.79,16,0,16
4467,M!*CU$,,pooppo67,2.10,3,-3,0
4466,Pizza Delivery N,,shaggy12,2.75,2,0,2
4464,My First Level! :D,,malmalgaming,1.71,28,-11,17
4462,afdfds,,bjorni2,2.04,17,-4,13
4461,basic,,kobel169,2.11,8,-5,3
4460,Locked Box,,minotaur,1.90,8,-5,3
4457,Sneaky spiral,,zero,1.97,29,-1,28
4455,My first try,,jojoshow,2.85,13,0,13
4454,The Red Swap,,sergwind,1.69,24,-6,18
4453,Sparkler,,marchan,2.78,5,0,5
4452,blue quads,,alsawesome,1.82,11,-6,5
4451,Line,,zero,1.54,28,-12,16
4450,Square,,zero,1.34,42,-24,18
4449,Stairs,,zero,1.97,25,-5,20
4448,Apple tree,,zero,2.38,2,-3,-1
4447,Hi,,zero,1.88,12,-8,4
4446,Roller coaster,,marchan,2.71,2,-1,1
4445,Binary Multiplication,,edsaw,5.00,1,0,1
4444,Binary Multiplication,,edsaw,3.25,2,0,2
4443,Binary Multiplication,,edsaw,3.25,2,0,2
4442,Pizza Delivery,,shaggy12,3.20,3,0,3
4441,Stareater,,holger,2.54,7,-3,4
4440,Pizza Delivery,,shaggy12,3.10,10,0,10
4439,1 2 3 4 Recursion 2,,nerdy,2.82,7,-2,5
4438,EASY,,arjun1808,1.39,87,-25,62
4437,Sigma(i) v.0.0,,shaggy12,3.25,11,0,11
4436,red,,wiwagi,5.00,0,-1,-1
4435,A Dark Hallway,,d3v1l,1.39,37,-7,30
4434,Question Mark,,gryffindor04,1.30,54,-9,45
4433,Pokeball,,shinxlover,1.64,11,-7,4
4432,Poseidon's Trident,,gryffindor04,1.86,7,-9,-2
4431,Stairway to Heaven,,d3v1l,1.79,26,-6,20
4430,Sigma(i),,shaggy12,3.80,2,0,2
4429,Only right turns,,foerno,4.33,0,-1,-1
4428,Digital Root 3 - not (mod 9),,cowans,2.75,1,0,1
4427,Filtering IV,,shaggy12,3.40,4,0,4
4426,Knot III,,shaggy12,3.00,1,0,1
4425,Pathmaking,,dvorjakque,3.25,3,0,3
4424,Life without Spring,,smylic,3.00,2,0,2
4423,The Spring of Life,,shaggy12,3.00,7,0,7
4421,Make Your Own Spring,,smylic,3.00,2,0,2
4420,Jostle ,,axorion,3.10,5,-1,4
4419,Turning point,,marchan,2.80,1,-3,-2
4418,Sum of Geometric Sequence,,smylic,3.67,3,0,3
4417,iuff,,escaazul,1.50,24,-12,12
4416,Ruffle Shuffle Permutation,,shaggy12,3.00,1,0,1
4415,Same Same,,edsaw,3.50,4,-1,3
4414,One Another One,,edsaw,3.67,5,-1,4
4413,Divide,,edsaw,4.00,3,0,3
4412,Multiply 2,,edsaw,4.00,2,0,2
4411,The Great Barrier Reef,,shaggy12,3.00,4,0,4
4410,"Pre-Turns, Composition",,dannythorne,3.43,1,-1,0
4409,"Pre-Turns, Part 2",,dannythorne,2.24,15,-2,13
4408,"Pre-Turns, Part 1",,dannythorne,2.20,8,-3,5
4406,smileyz,,killer49,1.32,91,-58,33
4404,Find the Route 2,,smylic,3.80,2,-2,0
4403,Collatz,,dannythorne,2.63,2,-1,1
4402,Joker 2,,shaggy12,3.17,4,0,4
4401,Joker,,shaggy12,3.29,5,0,5
